ID,stress_score
TEST_0000,0.4823307180028047
TEST_0001,0.5245612282633026
TEST_0002,0.277534428444848
TEST_0003,0.4574712670100884
TEST_0004,0.5872486100299005
TEST_0005,0.456725530634123
TEST_0006,0.50564553761028
TEST_0007,0.4789375127063485
TEST_0008,0.5531173781404843
TEST_0009,0.6873456058854976
TEST_0010,0.5744639558292433
TEST_0011,0.45581774881639464
TEST_0012,0.42874481598410263
TEST_0013,0.5531981814736562
TEST_0014,0.5857177935163591
TEST_0015,0.549967770984917
TEST_0016,0.5388149086912906
TEST_0017,0.3629490328569011
TEST_0018,0.4750554588273517
TEST_0019,0.6480042342993206
TEST_0020,0.4527283768837388
TEST_0021,0.49561669160113575
TEST_0022,0.511253248697999
TEST_0023,0.6869055881681253
TEST_0024,0.4835780751416651
TEST_0025,0.4881162676741282
TEST_0026,0.7387903956013553
TEST_0027,0.509098697256097
TEST_0028,0.49843978653258203
TEST_0029,0.4508813731459215
TEST_0030,0.4792475222776348
TEST_0031,0.3319073123702304
TEST_0032,0.3689472199161744
TEST_0033,0.49098925293777335
TEST_0034,0.5681483825754035
TEST_0035,0.7737397686851146
TEST_0036,0.5345954630340649
TEST_0037,0.46948351532360677
TEST_0038,0.4279889943450169
TEST_0039,0.35968993397811067
TEST_0040,0.4030899361428141
TEST_0041,0.4523773903724563
TEST_0042,0.5194377341017038
TEST_0043,0.5122831266448848
TEST_0044,0.4210112051251852
TEST_0045,0.5521237967000568
TEST_0046,0.4297580690070999
TEST_0047,0.5060073137254325
TEST_0048,0.36436589546644016
TEST_0049,0.6160256560555115
TEST_0050,0.5046052435260602
TEST_0051,0.6333507365690634
TEST_0052,0.48353440304630124
TEST_0053,0.5179697760331363
TEST_0054,0.37509146433542484
TEST_0055,0.4453701547606911
TEST_0056,0.44736843419433553
TEST_0057,0.5556464604534429
TEST_0058,0.42713432477347296
TEST_0059,0.4917075043244682
TEST_0060,0.5483817842843364
TEST_0061,0.41738991669541925
TEST_0062,0.46114037818071724
TEST_0063,0.7474557801512962
TEST_0064,0.4852378236700568
TEST_0065,0.6383619237907613
TEST_0066,0.46417450924180526
TEST_0067,0.4099216233917946
TEST_0068,0.5024079541328055
TEST_0069,0.4866172191875796
TEST_0070,0.4751124589852732
TEST_0071,0.5497788871461455
TEST_0072,0.4560872968499706
TEST_0073,0.4951914493647759
TEST_0074,0.5239096902141086
TEST_0075,0.30112174624976734
TEST_0076,0.42261515808820593
TEST_0077,0.42985934991393016
TEST_0078,0.3949074971056917
TEST_0079,0.5133485770556846
TEST_0080,0.4000250881968578
TEST_0081,0.34262717517622204
TEST_0082,0.3715088067698726
TEST_0083,0.47422742056311706
TEST_0084,0.31113000363102056
TEST_0085,0.5314473012378305
TEST_0086,0.41924493291175174
TEST_0087,0.6973824566501985
TEST_0088,0.45086212875524767
TEST_0089,0.5743972305797994
TEST_0090,0.4847655741115084
TEST_0091,0.4389024142724026
TEST_0092,0.7363733824763181
TEST_0093,0.40464470405398867
TEST_0094,0.4982442568161609
TEST_0095,0.48121880694653774
TEST_0096,0.4272651111540279
TEST_0097,0.4399934046586318
TEST_0098,0.2910501424812905
TEST_0099,0.4966878772650355
TEST_0100,0.4857257847933715
TEST_0101,0.5257270233420498
TEST_0102,0.48102865273768014
TEST_0103,0.5862292443490145
TEST_0104,0.45750533154099393
TEST_0105,0.6559579697046429
TEST_0106,0.455877237257348
TEST_0107,0.4190716159944434
TEST_0108,0.5434037305202599
TEST_0109,0.29904954018732793
TEST_0110,0.5006956096487923
TEST_0111,0.3740357976955527
TEST_0112,0.4395887660036224
TEST_0113,0.6816915563797437
TEST_0114,0.5127266867550508
TEST_0115,0.6207684017194728
TEST_0116,0.41457222281242767
TEST_0117,0.4532757097983007
TEST_0118,0.6472455436059268
TEST_0119,0.5721201595202668
TEST_0120,0.4951341468716954
TEST_0121,0.386924253867836
TEST_0122,0.5034110369464655
TEST_0123,0.41171592068046375
TEST_0124,0.3552394434183961
TEST_0125,0.4773987813256606
TEST_0126,0.4511436893344288
TEST_0127,0.4706534657496919
TEST_0128,0.46251999742641503
TEST_0129,0.3939081813748272
TEST_0130,0.4437685033713273
TEST_0131,0.6207515616373002
TEST_0132,0.5049664765027052
TEST_0133,0.4547812797156968
TEST_0134,0.48044768522380504
TEST_0135,0.49231765922829906
TEST_0136,0.43447891103742087
TEST_0137,0.6989816960251335
TEST_0138,0.3242971159412771
TEST_0139,0.2947291330251848
TEST_0140,0.4615036494219216
TEST_0141,0.5617990787564963
TEST_0142,0.4139205515161877
TEST_0143,0.46719494188725924
TEST_0144,0.5754872385122307
TEST_0145,0.5573547363442655
TEST_0146,0.5059763488780028
