ID,stress_score
TEST_0000,0.4885720387279416
TEST_0001,0.9225999999999999
TEST_0002,0.2733851171307209
TEST_0003,0.4837489756125712
TEST_0004,0.5256435772940008
TEST_0005,0.4873722464271637
TEST_0006,0.7505999999999999
TEST_0007,0.46533509428982517
TEST_0008,0.4374297431425916
TEST_0009,0.8319999999999999
TEST_0010,0.8426369091039033
TEST_0011,0.49899819031720216
TEST_0012,0.6691999999999998
TEST_0013,0.8362597403794035
TEST_0014,0.5480677086527451
TEST_0015,0.5769355125063124
TEST_0016,0.49181934092023294
TEST_0017,0.22999999999999998
TEST_0018,0.5716459547678634
TEST_0019,0.5981961508749887
TEST_0020,0.33831384431149497
TEST_0021,0.48377238045790055
TEST_0022,0.517
TEST_0023,0.47873369972715596
TEST_0024,0.6818773044440968
TEST_0025,0.579822208483313
TEST_0026,0.4881731698483308
TEST_0027,0.5170789932972973
TEST_0028,0.5138989504819848
TEST_0029,0.6869423111185562
TEST_0030,0.47564269616028054
TEST_0031,0.4857844879993397
TEST_0032,0.38199999999999995
TEST_0033,0.4890987345075707
TEST_0034,0.49710193133077096
TEST_0035,0.49107890819757627
TEST_0036,0.5498349248275572
TEST_0037,0.4785689911293579
TEST_0038,0.5396000000000001
TEST_0039,0.4920358240247486
TEST_0040,0.409
TEST_0041,0.49802672891580535
TEST_0042,0.8300623495018616
TEST_0043,0.49873920606250166
TEST_0044,0.48648467295081155
TEST_0045,0.47767969491558004
TEST_0046,0.3321500279312695
TEST_0047,0.48666226407425156
TEST_0048,0.28324499086606625
TEST_0049,0.48185566059830476
TEST_0050,0.577037980679669
TEST_0051,0.7934955350370527
TEST_0052,0.7915999999999999
TEST_0053,0.5134803311235949
TEST_0054,0.48901042433792685
TEST_0055,0.4771844287416891
TEST_0056,0.4888429376853078
TEST_0057,0.49116871807487084
TEST_0058,0.31828350799708727
TEST_0059,0.7601264438259971
TEST_0060,0.7969504787846328
TEST_0061,0.480815555747223
TEST_0062,0.9145606630447324
TEST_0063,0.6877656565238253
TEST_0064,0.31900000000000006
TEST_0065,0.6126612286841921
TEST_0066,0.47999999999999987
TEST_0067,0.3977539437877028
TEST_0068,0.23596742694629702
TEST_0069,0.6796429243873897
TEST_0070,0.5411448802772609
TEST_0071,0.48772235339584497
TEST_0072,0.4276836176986591
TEST_0073,0.6997999999999998
TEST_0074,0.4465410227955295
TEST_0075,0.15680000000000002
TEST_0076,0.4853223802191103
TEST_0077,0.42499999999999993
TEST_0078,0.48199999999999993
TEST_0079,0.46827057491127866
TEST_0080,0.48561293516834614
TEST_0081,0.3026846273710254
TEST_0082,0.46557325500993985
TEST_0083,0.4697227891836245
TEST_0084,0.22830777015238782
TEST_0085,0.42570437027983754
TEST_0086,0.39059999999999995
TEST_0087,0.7684
TEST_0088,0.12307495664484525
TEST_0089,0.6885999999999999
TEST_0090,0.5170592870195484
TEST_0091,0.4757392404449014
TEST_0092,0.8427011547216537
TEST_0093,0.10880000000000004
TEST_0094,0.3815999999999999
TEST_0095,0.34910650742678817
TEST_0096,0.54638796221708
TEST_0097,0.7503105492091829
TEST_0098,0.12616890066621486
TEST_0099,0.49765216092710574
TEST_0100,0.4802049700213928
TEST_0101,0.47851585931770646
TEST_0102,0.8435386775494831
TEST_0103,0.8286789770826749
TEST_0104,0.34532553086314766
TEST_0105,0.6612991683499978
TEST_0106,0.5141565381617182
TEST_0107,0.3388277487263391
TEST_0108,0.4980793854366131
TEST_0109,0.48786265011596025
TEST_0110,0.448627474938883
TEST_0111,0.3249290457540644
TEST_0112,0.3503798176164723
TEST_0113,0.4874000758860616
TEST_0114,0.3984480048022723
TEST_0115,0.5045672128452827
TEST_0116,0.33613666695280864
TEST_0117,0.17839941060799064
TEST_0118,0.883186038776126
TEST_0119,0.6647930791637714
TEST_0120,0.4837367666253665
TEST_0121,0.478603847277539
TEST_0122,0.5051834691944951
TEST_0123,0.5795958282678988
TEST_0124,0.4749180376286426
TEST_0125,0.8229999999999998
TEST_0126,0.6883999999999999
TEST_0127,0.49072862886612983
TEST_0128,0.5880000000000001
TEST_0129,0.49595948230089854
TEST_0130,0.4896557869113157
TEST_0131,0.5213826046126335
TEST_0132,0.8319712954994003
TEST_0133,0.4087413471589646
TEST_0134,0.7526785895876197
TEST_0135,0.5334152999194276
TEST_0136,0.2378311136880266
TEST_0137,0.5878913104139517
TEST_0138,0.09081592429008452
TEST_0139,0.21179999999999993
TEST_0140,0.49845372755281697
TEST_0141,0.48840440685740727
TEST_0142,0.4457842329073311
TEST_0143,0.49051670773770784
TEST_0144,0.4902840446589212
TEST_0145,0.4961569210117439
TEST_0146,0.401490342487394
TEST_0147,0.2972024313131623
TEST_0148,0.20200000000000004
TEST_0149,0.47833053281864635
TEST_0150,0.48548045867362566
TEST_0151,0.46392954844274126
TEST_0152,0.39099999999999996
TEST_0153,0.056904604414825366
TEST_0154,0.49001411434256026
TEST_0155,0.48569187192118035
TEST_0156,0.5123638812216325
TEST_0157,0.3032399222055356
TEST_0158,0.35153486450559857
TEST_0159,0.4731607321520979
TEST_0160,0.4885757349844889
TEST_0161,0.064
TEST_0162,0.4706957732061148
TEST_0163,0.4975158804772998
TEST_0164,0.4846092749317366
TEST_0165,0.4635359938814738
TEST_0166,0.5283902119224131
