ID,stress_score
TEST_0000,0.47447438545228576
TEST_0001,0.8761208930767841
TEST_0002,0.18930157052579577
TEST_0003,0.42708739122623557
TEST_0004,0.5394093506690883
TEST_0005,0.48397381056435296
TEST_0006,0.7629277425264092
TEST_0007,0.4598865106432844
TEST_0008,0.4878861432956034
TEST_0009,0.8083989930161932
TEST_0010,0.8748657699319751
TEST_0011,0.5060511184452844
TEST_0012,0.6705426728282387
TEST_0013,0.8323787217243127
TEST_0014,0.5766069113437297
TEST_0015,0.5548660115018759
TEST_0016,0.42898564270166006
TEST_0017,0.20611655703986861
TEST_0018,0.47548764468133264
TEST_0019,0.5927851582849548
TEST_0020,0.3633683096063883
TEST_0021,0.5286552054641483
TEST_0022,0.5194360754414598
TEST_0023,0.5168624380934949
TEST_0024,0.7084850167481628
TEST_0025,0.5585115841764532
TEST_0026,0.6138898273882605
TEST_0027,0.5193975815254651
TEST_0028,0.5377502043855051
TEST_0029,0.660283544530428
TEST_0030,0.5266776051604374
TEST_0031,0.4695269829753671
TEST_0032,0.36300503079295426
TEST_0033,0.49930318753506536
TEST_0034,0.5616050558766768
TEST_0035,0.5006437009793672
TEST_0036,0.504049944295929
TEST_0037,0.44697401949408044
TEST_0038,0.5354203492409731
TEST_0039,0.5073036035101625
TEST_0040,0.40712224733163305
TEST_0041,0.36748787522310744
TEST_0042,0.8441154986878617
TEST_0043,0.4803347132737899
TEST_0044,0.4544005767953312
TEST_0045,0.5319220820840082
TEST_0046,0.3374080549076771
TEST_0047,0.5087837645768404
TEST_0048,0.3252905625441234
TEST_0049,0.5430808854829756
TEST_0050,0.5727903619376955
TEST_0051,0.8298802730021997
TEST_0052,0.7728192310972078
TEST_0053,0.5812118232847705
TEST_0054,0.4193970528280603
TEST_0055,0.4148903031983256
TEST_0056,0.4722675310409689
TEST_0057,0.558590893581418
TEST_0058,0.29130072152155584
TEST_0059,0.770933040641231
TEST_0060,0.7601551305272153
TEST_0061,0.5401474668889122
TEST_0062,0.9182585323296136
TEST_0063,0.7200535726478756
TEST_0064,0.3015238479626821
TEST_0065,0.5232902596672049
TEST_0066,0.4641308798798237
TEST_0067,0.3364855544228022
TEST_0068,0.20702426186182266
TEST_0069,0.6807857008429475
TEST_0070,0.41149279657142585
TEST_0071,0.4792666661939799
TEST_0072,0.42176121904166375
TEST_0073,0.6759424815280652
TEST_0074,0.4600660851305679
TEST_0075,0.15777986884298076
TEST_0076,0.5144147202118807
TEST_0077,0.42200626757994386
TEST_0078,0.40506363923606714
TEST_0079,0.5147645543788295
TEST_0080,0.4459537304078058
TEST_0081,0.2839335142948654
TEST_0082,0.36181861024674444
TEST_0083,0.47320542744778826
TEST_0084,0.24548167722638708
TEST_0085,0.43329425990849285
TEST_0086,0.3747032212428486
TEST_0087,0.8308465175249247
TEST_0088,0.18737917949157232
TEST_0089,0.6984227839879158
TEST_0090,0.576097652179469
TEST_0091,0.44146419074557913
TEST_0092,0.8583286226727944
TEST_0093,0.09714901618773941
TEST_0094,0.3977831253540772
TEST_0095,0.3951670897798538
TEST_0096,0.5435750087135883
TEST_0097,0.7110839128301514
TEST_0098,0.10372381070039971
TEST_0099,0.5188024457785892
TEST_0100,0.44168262583216283
TEST_0101,0.49824542698216234
TEST_0102,0.8155015264272119
TEST_0103,0.8395387671070009
TEST_0104,0.37149150354849036
TEST_0105,0.6854527890183438
TEST_0106,0.37928051659762985
TEST_0107,0.37236622636391026
TEST_0108,0.48360042883679166
TEST_0109,0.3890965361257904
TEST_0110,0.48555424246350376
TEST_0111,0.31909695478900335
TEST_0112,0.371544761026477
TEST_0113,0.48375041431242594
TEST_0114,0.5772388355248939
TEST_0115,0.5086281499223104
TEST_0116,0.3746249729466286
TEST_0117,0.1928910852048389
TEST_0118,0.895095895370389
TEST_0119,0.6424159444438662
TEST_0120,0.48473939863614357
TEST_0121,0.42773242605108963
TEST_0122,0.5234638893764436
TEST_0123,0.6023177260044165
TEST_0124,0.4543357676570293
TEST_0125,0.8206869970023121
TEST_0126,0.6925530612634179
TEST_0127,0.5861939286574214
TEST_0128,0.5937241679268264
TEST_0129,0.4947361321605483
TEST_0130,0.49659713785059595
TEST_0131,0.5903020766187037
TEST_0132,0.8363494794395328
TEST_0133,0.5280091119669112
TEST_0134,0.7444420748226783
TEST_0135,0.5980995654675839
TEST_0136,0.2875609316641925
TEST_0137,0.591854565199031
TEST_0138,0.17406923603011293
TEST_0139,0.20842050710747873
TEST_0140,0.4994269846159854
TEST_0141,0.4980006249157445
TEST_0142,0.4352011485743192
TEST_0143,0.5236069796058074
TEST_0144,0.5737589367402557
TEST_0145,0.6419865759231658
TEST_0146,0.6324650607819257
TEST_0147,0.32821814088424406
TEST_0148,0.19030083291888195
TEST_0149,0.4347347102225313
TEST_0150,0.5040898476393015
TEST_0151,0.44080311705161884
TEST_0152,0.37689193755364014
TEST_0153,0.04749948900047363
TEST_0154,0.5520792749765593
TEST_0155,0.4456022809016262
TEST_0156,0.4938994172043486
TEST_0157,0.5382162777294615
TEST_0158,0.3325133284991634
TEST_0159,0.4301289272180683
TEST_0160,0.3297203226643164
TEST_0161,0.08350772838844114
TEST_0162,0.4445670587255245
TEST_0163,0.48812792603927524
TEST_0164,0.530118821804372
